time,wind_speed_100m,wind_speed_10m,temperature_2m
2025-10-24 05:00:00,8.65,6.17,15.2
2025-10-24 06:00:00,9.73,7.07,17.4
2025-10-24 07:00:00,9.73,7.15,18.3
2025-10-24 08:00:00,9.47,6.95,19.0
2025-10-24 09:00:00,8.5,6.2,19.3
2025-10-24 10:00:00,7.78,5.49,18.9
2025-10-24 11:00:00,7.4,3.85,17.0
2025-10-24 12:00:00,4.72,1.65,14.3
2025-10-24 13:00:00,4.19,1.7,13.9
2025-10-24 14:00:00,3.97,1.65,12.3
2025-10-24 15:00:00,6.56,2.65,12.2
2025-10-24 16:00:00,5.78,2.11,11.9
2025-10-24 17:00:00,3.92,1.61,11.5
2025-10-24 18:00:00,3.64,1.33,11.2
2025-10-24 19:00:00,6.49,2.86,11.3
2025-10-24 20:00:00,6.23,2.49,10.5
2025-10-24 21:00:00,5.85,2.34,9.5
2025-10-24 22:00:00,5.77,2.45,8.8
2025-10-24 23:00:00,5.82,2.45,8.4
2025-10-25 00:00:00,6.67,2.52,8.7
2025-10-25 01:00:00,6.9,2.89,8.4
2025-10-25 02:00:00,6.7,3.06,8.7
2025-10-25 03:00:00,7.13,3.58,11.7
2025-10-25 04:00:00,6.62,4.2,14.5
2025-10-25 05:00:00,7.38,5.35,16.2
2025-10-25 06:00:00,9.03,6.51,18.4
2025-10-25 07:00:00,9.07,6.62,19.7
2025-10-25 08:00:00,8.4,6.19,20.1
2025-10-25 09:00:00,7.22,5.27,20.0
2025-10-25 10:00:00,6.17,4.21,19.5
2025-10-25 11:00:00,5.33,2.19,17.9
2025-10-25 12:00:00,5.41,2.1,16.2
2025-10-25 13:00:00,3.34,1.0,15.7
2025-10-25 14:00:00,4.03,1.56,14.7
2025-10-25 15:00:00,4.03,1.55,13.4
2025-10-25 16:00:00,4.15,1.74,12.1
2025-10-25 17:00:00,4.63,1.88,11.6
2025-10-25 18:00:00,3.96,1.3,11.4
2025-10-25 19:00:00,4.82,1.92,11.4
2025-10-25 20:00:00,3.51,1.3,10.8
2025-10-25 21:00:00,3.96,1.55,10.1
2025-10-25 22:00:00,3.28,1.05,9.8
2025-10-25 23:00:00,2.8,1.1,9.7
2025-10-26 00:00:00,3.56,1.3,9.6
2025-10-26 01:00:00,2.46,1.0,9.3
2025-10-26 02:00:00,1.6,0.81,10.4
2025-10-26 03:00:00,5.31,3.38,12.0
2025-10-26 04:00:00,3.51,2.55,14.5
2025-10-26 05:00:00,2.33,1.86,16.8
2025-10-26 06:00:00,0.86,0.72,18.5
2025-10-26 07:00:00,0.28,0.32,19.5
2025-10-26 08:00:00,0.38,0.43,20.3
2025-10-26 09:00:00,0.27,0.27,20.6
2025-10-26 10:00:00,0.85,0.61,20.6
2025-10-26 11:00:00,2.3,0.78,19.1
2025-10-26 12:00:00,3.61,1.66,17.5
2025-10-26 13:00:00,5.09,2.19,17.4
2025-10-26 14:00:00,7.09,3.47,16.8
2025-10-26 15:00:00,5.98,2.71,16.4
2025-10-26 16:00:00,4.54,2.07,15.2
2025-10-26 17:00:00,4.67,2.19,14.1
2025-10-26 18:00:00,3.74,1.5,13.6
2025-10-26 19:00:00,2.51,1.77,13.2
2025-10-26 20:00:00,1.68,0.9,11.3
2025-10-26 21:00:00,2.45,1.19,11.6
2025-10-26 22:00:00,7.61,3.47,13.4
2025-10-26 23:00:00,9.29,5.09,12.5
2025-10-27 00:00:00,8.32,4.35,11.9
2025-10-27 01:00:00,7.77,3.98,12.3
2025-10-27 02:00:00,7.37,3.91,12.6
2025-10-27 03:00:00,4.34,2.49,13.2
2025-10-27 04:00:00,4.65,3.45,13.8
2025-10-27 05:00:00,4.62,3.64,14.6
2025-10-27 06:00:00,9.03,6.79,16.7
2025-10-27 07:00:00,6.55,5.06,16.9
2025-10-27 08:00:00,4.93,3.93,17.0
2025-10-27 09:00:00,2.85,2.35,17.2
2025-10-27 10:00:00,1.31,1.1,17.2
2025-10-27 11:00:00,1.71,0.53,16.3
2025-10-27 12:00:00,3.15,1.66,13.9
2025-10-27 13:00:00,1.95,0.4,13.7
2025-10-27 14:00:00,2.11,0.87,12.6
2025-10-27 15:00:00,2.9,1.52,11.4
2025-10-27 16:00:00,3.32,1.57,10.1
2025-10-27 17:00:00,4.04,1.79,9.5
2025-10-27 18:00:00,5.6,2.41,9.7
2025-10-27 19:00:00,6.26,2.81,9.4
2025-10-27 20:00:00,7.82,4.0,9.3
2025-10-27 21:00:00,6.49,2.92,8.8
2025-10-27 22:00:00,6.08,2.7,8.3
2025-10-27 23:00:00,5.71,2.55,8.6
2025-10-28 00:00:00,5.96,2.77,7.9
2025-10-28 01:00:00,5.87,2.72,7.3
2025-10-28 02:00:00,5.23,2.41,7.8
2025-10-28 03:00:00,5.54,2.5,10.3
2025-10-28 04:00:00,5.01,3.66,13.0
2025-10-28 05:00:00,5.49,4.05,13.9
2025-10-28 06:00:00,6.26,4.66,16.0
2025-10-28 07:00:00,6.55,5.08,17.5
2025-10-28 08:00:00,7.25,5.5,17.7
2025-10-28 09:00:00,6.81,5.13,17.7
2025-10-28 10:00:00,6.36,4.6,16.9
2025-10-28 11:00:00,4.55,2.0,15.4
2025-10-28 12:00:00,1.9,0.52,13.9
2025-10-28 13:00:00,3.44,1.32,12.8
2025-10-28 14:00:00,3.96,1.54,11.7
2025-10-28 15:00:00,3.42,1.5,11.1
2025-10-28 16:00:00,4.68,2.02,10.9
2025-10-28 17:00:00,5.34,2.1,10.4
2025-10-28 18:00:00,5.81,2.3,9.8
2025-10-28 19:00:00,6.72,2.8,9.6
2025-10-28 20:00:00,7.33,3.26,9.3
2025-10-28 21:00:00,6.57,2.8,9.0
2025-10-28 22:00:00,5.55,2.26,8.7
2025-10-28 23:00:00,5.63,2.54,8.7
2025-10-29 00:00:00,6.26,2.88,10.0
2025-10-29 01:00:00,5.69,2.47,10.1
2025-10-29 02:00:00,3.51,1.11,9.3
2025-10-29 03:00:00,0.81,0.25,11.2
2025-10-29 04:00:00,1.07,0.96,12.5
2025-10-29 05:00:00,2.25,1.86,14.0
2025-10-29 06:00:00,3.35,2.64,15.6
2025-10-29 07:00:00,4.67,3.68,16.4
2025-10-29 08:00:00,6.32,4.86,15.5
2025-10-29 09:00:00,6.96,5.0,14.1
2025-10-29 10:00:00,7.13,5.06,14.2
2025-10-29 11:00:00,7.01,4.25,13.9
2025-10-29 12:00:00,8.43,4.47,13.1
2025-10-29 13:00:00,6.85,3.43,12.4
2025-10-29 14:00:00,6.06,2.59,11.5
2025-10-29 15:00:00,6.35,2.87,10.7
2025-10-29 16:00:00,6.96,3.02,10.7
2025-10-29 17:00:00,6.36,2.44,10.6
2025-10-29 18:00:00,7.05,3.23,11.0
2025-10-29 19:00:00,5.48,2.09,10.3
2025-10-29 20:00:00,3.53,0.89,9.5
2025-10-29 21:00:00,1.92,0.21,9.1
2025-10-29 22:00:00,0.78,0.3,8.2
2025-10-29 23:00:00,1.2,0.35,7.5
2025-10-30 00:00:00,1.15,0.21,8.6
2025-10-30 01:00:00,2.65,1.54,7.0
2025-10-30 02:00:00,3.12,1.66,7.2
2025-10-30 03:00:00,4.59,2.47,9.3
2025-10-30 04:00:00,4.38,2.9,11.0
2025-10-30 05:00:00,5.06,3.83,12.3
2025-10-30 06:00:00,6.72,5.16,15.3
2025-10-30 07:00:00,7.65,5.8,16.3
2025-10-30 08:00:00,7.33,5.55,16.7
2025-10-30 09:00:00,7.32,5.45,16.8
2025-10-30 10:00:00,7.04,5.04,16.2
2025-10-30 11:00:00,6.33,3.19,14.5
2025-10-30 12:00:00,4.09,1.01,12.5
2025-10-30 13:00:00,2.67,0.89,11.9
2025-10-30 14:00:00,2.43,0.93,11.4
2025-10-30 15:00:00,3.53,1.54,10.7
2025-10-30 16:00:00,3.81,1.67,10.3
2025-10-30 17:00:00,2.9,1.3,9.4
2025-10-30 18:00:00,1.36,0.15,8.4
2025-10-30 19:00:00,1.93,0.47,8.1
2025-10-30 20:00:00,3.27,1.1,7.8
2025-10-30 21:00:00,5.3,1.99,8.1
2025-10-30 22:00:00,6.33,2.64,7.7
2025-10-30 23:00:00,6.17,2.69,7.0
2025-10-31 00:00:00,6.67,3.08,6.5
2025-10-31 01:00:00,6.26,3.02,5.4
2025-10-31 02:00:00,6.13,3.03,5.8
2025-10-31 03:00:00,5.95,3.57,9.5
2025-10-31 04:00:00,6.6,3.84,13.1
2025-10-31 05:00:00,7.6,5.41,15.6
2025-10-31 06:00:00,9.22,6.72,18.0
2025-10-31 07:00:00,9.71,7.13,19.1
2025-10-31 08:00:00,9.51,6.92,19.6
2025-10-31 09:00:00,8.57,6.19,19.6
2025-10-31 10:00:00,6.75,4.4,18.7
2025-10-31 11:00:00,5.87,2.58,16.4
2025-10-31 12:00:00,4.37,1.65,13.2
2025-10-31 13:00:00,2.53,0.65,13.0
2025-10-31 14:00:00,2.09,0.58,12.1
2025-10-31 15:00:00,1.3,0.81,11.0
2025-10-31 16:00:00,1.9,1.51,10.4
2025-10-31 17:00:00,3.58,2.26,10.6
2025-10-31 18:00:00,3.59,1.91,10.9
2025-10-31 19:00:00,1.71,0.4,11.1
2025-10-31 20:00:00,2.39,1.05,10.3
2025-10-31 21:00:00,5.4,2.37,10.1
2025-10-31 22:00:00,7.65,3.43,10.1
2025-10-31 23:00:00,13.83,8.08,11.4
2025-11-01 00:00:00,13.2,7.96,11.7
2025-11-01 01:00:00,11.32,6.66,11.2
2025-11-01 02:00:00,10.22,5.95,11.0
2025-11-01 03:00:00,9.12,5.82,11.4
2025-11-01 04:00:00,8.79,5.98,11.7
2025-11-01 05:00:00,9.16,6.44,11.7
2025-11-01 06:00:00,9.31,6.63,11.5
2025-11-01 07:00:00,9.26,6.5,10.9
2025-11-01 08:00:00,9.2,6.57,10.9
2025-11-01 09:00:00,8.82,6.3,10.4
2025-11-01 10:00:00,7.95,5.58,9.6
2025-11-01 11:00:00,6.72,4.63,8.9
2025-11-01 12:00:00,7.04,4.36,8.5
2025-11-01 13:00:00,5.7,3.31,7.7
2025-11-01 14:00:00,4.68,2.53,7.1
2025-11-01 15:00:00,3.64,1.86,5.9
2025-11-01 16:00:00,2.26,1.3,4.8
2025-11-01 17:00:00,0.67,0.81,4.3
2025-11-01 18:00:00,1.7,0.93,3.9
2025-11-01 19:00:00,3.27,1.58,3.4
2025-11-01 20:00:00,4.52,2.01,3.3
2025-11-01 21:00:00,7.62,3.7,3.6
2025-11-01 22:00:00,7.96,3.99,3.3
2025-11-01 23:00:00,8.32,4.25,3.0
2025-11-02 00:00:00,8.38,4.44,2.9
2025-11-02 01:00:00,7.78,3.95,2.6
2025-11-02 02:00:00,7.34,3.81,2.8
2025-11-02 03:00:00,7.51,3.76,5.2
2025-11-02 04:00:00,6.99,4.67,8.1
2025-11-02 05:00:00,8.34,6.11,10.6
2025-11-02 06:00:00,8.95,6.66,12.7
2025-11-02 07:00:00,8.47,6.39,13.6
2025-11-02 08:00:00,7.8,5.91,14.3
2025-11-02 09:00:00,7.18,5.37,14.4
2025-11-02 10:00:00,6.47,4.53,13.7
2025-11-02 11:00:00,6.18,2.97,11.7
2025-11-02 12:00:00,6.42,2.56,9.5
2025-11-02 13:00:00,5.08,1.95,8.1
2025-11-02 14:00:00,4.59,1.69,6.9
2025-11-02 15:00:00,4.54,1.71,6.4
2025-11-02 16:00:00,4.15,1.59,5.9
2025-11-02 17:00:00,4.35,1.68,5.5
2025-11-02 18:00:00,5.15,2.06,5.4
2025-11-02 19:00:00,5.88,2.41,5.4
2025-11-02 20:00:00,5.66,2.25,5.2
2025-11-02 21:00:00,5.59,1.99,4.8
2025-11-02 22:00:00,4.92,1.57,4.2
2025-11-02 23:00:00,1.09,0.98,4.5
2025-11-03 00:00:00,3.85,2.87,4.3
2025-11-03 01:00:00,3.54,1.72,4.5
2025-11-03 02:00:00,3.02,1.46,5.4
2025-11-03 03:00:00,2.72,1.68,8.4
2025-11-03 04:00:00,3.31,1.72,11.7
2025-11-03 05:00:00,2.92,2.24,13.9
2025-11-03 06:00:00,4.28,3.32,15.6
2025-11-03 07:00:00,5.34,4.07,16.6
2025-11-03 08:00:00,6.03,4.55,16.5
2025-11-03 09:00:00,5.82,4.29,16.3
2025-11-03 10:00:00,5.77,3.98,15.7
2025-11-03 11:00:00,6.5,3.24,13.9
2025-11-03 12:00:00,8.39,4.21,12.2
2025-11-03 13:00:00,8.12,4.29,11.5
2025-11-03 14:00:00,8.34,4.07,10.8
2025-11-03 15:00:00,7.44,3.45,10.4
2025-11-03 16:00:00,6.07,2.78,9.5
2025-11-03 17:00:00,4.88,2.13,8.0
2025-11-03 18:00:00,3.4,1.7,6.8
2025-11-03 19:00:00,3.04,1.46,6.3
2025-11-03 20:00:00,3.68,1.3,6.2
2025-11-03 21:00:00,6.44,2.34,6.9
2025-11-03 22:00:00,9.73,4.92,8.4
2025-11-03 23:00:00,11.62,6.88,8.9
2025-11-04 00:00:00,11.81,7.1,8.4
2025-11-04 01:00:00,13.52,8.46,7.6
2025-11-04 02:00:00,13.75,8.75,6.6
2025-11-04 03:00:00,13.89,9.07,6.4
2025-11-04 04:00:00,12.21,8.12,6.1
2025-11-04 05:00:00,11.75,7.83,5.7
2025-11-04 06:00:00,10.87,7.2,5.9
2025-11-04 07:00:00,9.98,6.9,6.0
2025-11-04 08:00:00,10.12,7.2,6.3
2025-11-04 09:00:00,11.0,7.75,6.7
2025-11-04 10:00:00,11.1,7.76,6.5
2025-11-04 11:00:00,10.5,7.11,5.8
2025-11-04 12:00:00,9.75,6.1,5.2
2025-11-04 13:00:00,9.1,5.61,5.0
2025-11-04 14:00:00,8.61,5.24,4.8
2025-11-04 15:00:00,8.86,5.47,4.5
2025-11-04 16:00:00,9.39,5.62,4.5
2025-11-04 17:00:00,9.54,5.89,4.1
2025-11-04 18:00:00,10.59,6.61,3.6
2025-11-04 19:00:00,9.68,5.74,3.6
2025-11-04 20:00:00,9.8,6.12,3.7
2025-11-04 21:00:00,9.0,5.43,3.7
2025-11-04 22:00:00,8.05,4.55,3.5
2025-11-04 23:00:00,8.62,5.06,3.1
2025-11-05 00:00:00,9.87,6.23,2.4
2025-11-05 01:00:00,9.5,6.15,1.6
2025-11-05 02:00:00,11.18,6.78,1.3
2025-11-05 03:00:00,11.52,7.57,1.5
2025-11-05 04:00:00,11.0,7.55,2.0
2025-11-05 05:00:00,11.55,8.19,3.0
2025-11-05 06:00:00,11.75,8.44,3.5
2025-11-05 07:00:00,11.37,8.26,2.9
2025-11-05 08:00:00,11.5,8.11,2.3
2025-11-05 09:00:00,12.23,8.66,1.4
2025-11-05 10:00:00,11.56,7.87,0.3
2025-11-05 11:00:00,11.04,7.57,-0.3
2025-11-05 12:00:00,12.0,8.06,-0.7
2025-11-05 13:00:00,9.98,6.44,-1.1
2025-11-05 14:00:00,8.64,5.2,-1.7
2025-11-05 15:00:00,9.2,5.65,-1.6
2025-11-05 16:00:00,9.0,5.07,-2.1
2025-11-05 17:00:00,7.99,4.69,-2.1
2025-11-05 18:00:00,6.26,3.34,-2.3
2025-11-05 19:00:00,5.92,3.36,-2.6
2025-11-05 20:00:00,5.53,3.29,-2.1
2025-11-05 21:00:00,4.67,2.76,-2.2
2025-11-05 22:00:00,2.75,1.69,-1.9
2025-11-05 23:00:00,1.82,1.54,-3.0
2025-11-06 00:00:00,0.96,1.16,-4.1
2025-11-06 01:00:00,1.31,0.96,-6.2
2025-11-06 02:00:00,1.4,1.07,-4.8
2025-11-06 03:00:00,2.17,1.53,-3.3
2025-11-06 04:00:00,2.51,1.23,-1.0
2025-11-06 05:00:00,3.97,2.33,0.2
2025-11-06 06:00:00,5.4,4.14,1.2
2025-11-06 07:00:00,5.94,3.78,1.6
2025-11-06 08:00:00,5.93,4.56,2.1
2025-11-06 09:00:00,6.26,4.72,2.2
2025-11-06 10:00:00,6.16,4.26,2.0
2025-11-06 11:00:00,6.23,3.78,1.0
2025-11-06 12:00:00,6.87,3.36,-0.1
2025-11-06 13:00:00,6.04,3.32,-0.3
2025-11-06 14:00:00,5.1,2.85,-0.3
2025-11-06 15:00:00,4.1,2.2,-0.8
2025-11-06 16:00:00,3.26,1.75,-2.0
2025-11-06 17:00:00,2.44,1.92,-3.3
2025-11-06 18:00:00,2.66,2.4,-4.5
2025-11-06 19:00:00,3.89,2.66,-5.2
2025-11-06 20:00:00,4.41,2.79,-5.2
2025-11-06 21:00:00,4.82,2.92,-5.2
2025-11-06 22:00:00,5.95,3.28,-4.3
2025-11-06 23:00:00,7.07,3.8,-3.8
2025-11-07 00:00:00,7.94,4.17,-4.2
2025-11-07 01:00:00,8.45,4.43,-4.7
2025-11-07 02:00:00,8.75,4.94,-4.0
2025-11-07 03:00:00,8.93,5.48,-2.0
2025-11-07 04:00:00,8.89,5.82,0.5
2025-11-07 05:00:00,9.19,6.66,2.1
2025-11-07 06:00:00,9.7,7.03,3.5
2025-11-07 07:00:00,9.42,6.96,3.9
2025-11-07 08:00:00,9.25,6.75,4.4
2025-11-07 09:00:00,8.79,6.29,4.5
2025-11-07 10:00:00,8.45,5.5,3.8
2025-11-07 11:00:00,8.15,4.49,1.9
2025-11-07 12:00:00,8.6,4.66,0.3
2025-11-07 13:00:00,8.15,4.2,-1.1
2025-11-07 14:00:00,7.73,3.93,-1.5
2025-11-07 15:00:00,6.41,3.17,-1.7
2025-11-07 16:00:00,5.27,2.66,-2.2
2025-11-07 17:00:00,4.83,2.64,-2.3
2025-11-07 18:00:00,5.17,2.53,-1.9
2025-11-07 19:00:00,5.0,2.73,-1.6
2025-11-07 20:00:00,4.66,2.44,-2.0
2025-11-07 21:00:00,4.54,2.33,-2.4
2025-11-07 22:00:00,4.89,2.33,-2.9
2025-11-07 23:00:00,5.06,2.3,-2.6
2025-11-08 00:00:00,6.15,2.8,-2.5
2025-11-08 01:00:00,6.24,2.93,-2.9
2025-11-08 02:00:00,6.31,3.04,-2.8
2025-11-08 03:00:00,6.38,3.4,-0.4
2025-11-08 04:00:00,6.34,3.65,3.3
2025-11-08 05:00:00,5.84,4.04,5.2
2025-11-08 06:00:00,7.14,5.15,7.7
2025-11-08 07:00:00,6.6,4.9,8.6
2025-11-08 08:00:00,6.32,4.7,8.7
2025-11-08 09:00:00,5.33,3.8,8.5
2025-11-08 10:00:00,5.1,3.13,7.5
2025-11-08 11:00:00,4.73,1.97,4.4
2025-11-08 12:00:00,4.61,1.76,3.1
2025-11-08 13:00:00,3.94,1.47,2.5
2025-11-08 14:00:00,3.39,1.26,2.3
2025-11-08 15:00:00,3.29,1.31,2.1
2025-11-08 16:00:00,2.69,0.98,2.4
2025-11-08 17:00:00,2.87,1.14,2.4
2025-11-08 18:00:00,3.0,1.38,2.4
2025-11-08 19:00:00,3.94,1.55,2.4
2025-11-08 20:00:00,4.3,1.61,2.2
2025-11-08 21:00:00,3.71,1.31,1.6
2025-11-08 22:00:00,2.87,1.1,1.5
2025-11-08 23:00:00,2.46,1.25,1.5
2025-11-09 00:00:00,2.34,1.1,2.6
2025-11-09 01:00:00,2.79,1.49,1.8
2025-11-09 02:00:00,2.87,1.57,1.3
2025-11-09 03:00:00,4.6,2.41,3.1
2025-11-09 04:00:00,5.02,2.95,5.4
2025-11-09 05:00:00,4.88,3.43,7.0
2025-11-09 06:00:00,6.1,4.53,8.0
2025-11-09 07:00:00,6.47,4.83,9.2
2025-11-09 08:00:00,6.71,4.94,9.7
2025-11-09 09:00:00,6.86,4.88,9.4
2025-11-09 10:00:00,7.48,4.58,8.5
2025-11-09 11:00:00,6.96,3.27,6.5
2025-11-09 12:00:00,6.46,2.58,5.4
2025-11-09 13:00:00,5.32,1.86,4.8
2025-11-09 14:00:00,3.62,1.19,3.1
2025-11-09 15:00:00,3.2,1.17,2.1
2025-11-09 16:00:00,2.47,0.93,1.6
2025-11-09 17:00:00,1.25,0.92,1.3
2025-11-09 18:00:00,1.97,1.3,2.0
2025-11-09 19:00:00,2.17,1.57,1.5
2025-11-09 20:00:00,2.38,1.35,1.8
2025-11-09 21:00:00,3.03,1.56,2.0
2025-11-09 22:00:00,3.71,2.09,1.4
2025-11-09 23:00:00,4.49,2.22,0.4
2025-11-10 00:00:00,5.19,2.44,0.1
2025-11-10 01:00:00,5.83,2.5,0.1
2025-11-10 02:00:00,4.34,1.87,0.3
2025-11-10 03:00:00,2.22,1.03,2.6
2025-11-10 04:00:00,5.64,3.62,4.9
2025-11-10 05:00:00,4.43,2.88,7.4
2025-11-10 06:00:00,5.85,4.45,8.8
2025-11-10 07:00:00,5.91,4.46,9.9
2025-11-10 08:00:00,7.6,5.41,10.1
2025-11-10 09:00:00,7.73,5.15,9.4
2025-11-10 10:00:00,7.43,4.75,8.4
2025-11-10 11:00:00,7.33,4.33,7.0
2025-11-10 12:00:00,4.9,2.0,4.6
2025-11-10 13:00:00,2.94,1.55,4.8
2025-11-10 14:00:00,2.53,1.45,4.3
2025-11-10 15:00:00,3.94,2.76,4.0
2025-11-10 16:00:00,5.0,3.46,3.6
2025-11-10 17:00:00,5.29,3.3,3.5
2025-11-10 18:00:00,4.42,3.11,3.2
2025-11-10 19:00:00,2.61,2.22,3.2
2025-11-10 20:00:00,0.87,1.2,2.2
2025-11-10 21:00:00,1.06,0.63,1.5
2025-11-10 22:00:00,2.17,1.45,1.6
2025-11-10 23:00:00,2.91,1.84,1.1
2025-11-11 00:00:00,4.68,2.42,0.4
2025-11-11 01:00:00,6.76,3.31,-0.1
2025-11-11 02:00:00,7.4,3.83,-0.1
2025-11-11 03:00:00,7.55,4.24,1.6
2025-11-11 04:00:00,6.86,4.61,4.1
2025-11-11 05:00:00,7.69,5.69,6.0
2025-11-11 06:00:00,8.25,6.18,7.9
2025-11-11 07:00:00,8.08,6.13,8.8
2025-11-11 08:00:00,8.05,6.02,9.1
2025-11-11 09:00:00,7.68,5.71,9.2
2025-11-11 10:00:00,7.16,5.04,8.8
2025-11-11 11:00:00,6.82,3.59,7.1
2025-11-11 12:00:00,6.61,3.22,5.1
2025-11-11 13:00:00,5.61,2.72,3.9
2025-11-11 14:00:00,5.09,2.62,2.4
2025-11-11 15:00:00,4.88,2.57,1.5
2025-11-11 16:00:00,4.89,2.57,1.0
2025-11-11 17:00:00,5.38,3.03,1.1
2025-11-11 18:00:00,5.88,3.35,1.2
2025-11-11 19:00:00,5.7,3.2,1.2
2025-11-11 20:00:00,5.3,2.82,0.8
2025-11-11 21:00:00,5.63,2.97,0.5
2025-11-11 22:00:00,6.4,3.23,0.5
2025-11-11 23:00:00,6.97,3.45,0.3
2025-11-12 00:00:00,7.25,3.45,0.2
2025-11-12 01:00:00,6.89,3.06,-0.4
2025-11-12 02:00:00,6.52,2.95,-0.4
2025-11-12 03:00:00,6.19,3.35,2.2
2025-11-12 04:00:00,5.71,3.25,5.4
2025-11-12 05:00:00,5.6,4.08,7.4
2025-11-12 06:00:00,6.44,4.9,9.3
2025-11-12 07:00:00,6.55,4.97,10.3
2025-11-12 08:00:00,6.59,4.89,10.6
2025-11-12 09:00:00,4.72,3.5,10.3
2025-11-12 10:00:00,3.7,2.46,9.4
2025-11-12 11:00:00,2.33,0.9,7.1
2025-11-12 12:00:00,2.21,1.19,6.3
2025-11-12 13:00:00,3.82,2.59,6.7
2025-11-12 14:00:00,3.32,1.47,6.1
2025-11-12 15:00:00,1.21,0.11,6.5
2025-11-12 16:00:00,2.06,1.3,5.2
2025-11-12 17:00:00,3.51,2.36,4.3
2025-11-12 18:00:00,1.96,1.17,2.9
2025-11-12 19:00:00,3.51,1.8,3.4
2025-11-12 20:00:00,2.99,1.78,2.6
2025-11-12 21:00:00,3.91,1.78,2.1
2025-11-12 22:00:00,4.39,2.08,2.2
2025-11-12 23:00:00,4.19,2.04,2.0
2025-11-13 00:00:00,5.6,2.33,2.1
2025-11-13 01:00:00,5.56,2.44,1.8
2025-11-13 02:00:00,5.21,2.09,2.0
2025-11-13 03:00:00,4.96,2.55,3.8
2025-11-13 04:00:00,5.59,2.72,6.3
2025-11-13 05:00:00,3.95,2.87,8.1
2025-11-13 06:00:00,4.39,3.24,9.3
2025-11-13 07:00:00,2.1,1.63,10.6
2025-11-13 08:00:00,1.36,1.24,11.0
2025-11-13 09:00:00,1.41,1.24,11.0
2025-11-13 10:00:00,0.35,0.29,11.2
2025-11-13 11:00:00,2.53,1.46,8.6
2025-11-13 12:00:00,5.71,2.98,7.1
2025-11-13 13:00:00,5.89,3.42,6.6
2025-11-13 14:00:00,6.23,3.58,6.7
2025-11-13 15:00:00,6.26,3.66,6.3
2025-11-13 16:00:00,5.06,2.97,6.7
2025-11-13 17:00:00,3.79,2.2,5.0
2025-11-13 18:00:00,1.6,1.32,2.8
2025-11-13 19:00:00,0.93,1.42,1.6
2025-11-13 20:00:00,1.47,1.57,0.5
2025-11-13 21:00:00,1.19,1.52,0.3
2025-11-13 22:00:00,1.43,1.55,0.4
2025-11-13 23:00:00,2.69,1.38,1.1
2025-11-14 00:00:00,5.58,2.35,1.2
2025-11-14 01:00:00,5.79,2.4,1.0
2025-11-14 02:00:00,5.92,2.46,1.0
2025-11-14 03:00:00,6.32,3.44,2.8
2025-11-14 04:00:00,6.21,3.93,5.1
2025-11-14 05:00:00,6.07,4.4,6.4
2025-11-14 06:00:00,6.7,4.95,8.3
2025-11-14 07:00:00,6.69,5.04,9.3
2025-11-14 08:00:00,6.41,4.8,9.6
2025-11-14 09:00:00,5.66,4.19,9.7
2025-11-14 10:00:00,4.69,3.15,8.9
2025-11-14 11:00:00,4.9,1.84,6.5
2025-11-14 12:00:00,5.02,1.87,4.9
2025-11-14 13:00:00,4.49,1.66,4.6
2025-11-14 14:00:00,5.01,1.91,3.9
2025-11-14 15:00:00,5.1,1.86,3.4
2025-11-14 16:00:00,5.08,1.82,2.7
2025-11-14 17:00:00,4.7,1.57,2.3
2025-11-14 18:00:00,5.87,2.11,2.3
2025-11-14 19:00:00,5.95,2.06,1.4
2025-11-14 20:00:00,5.39,1.81,0.4
2025-11-14 21:00:00,5.68,2.05,0.6
2025-11-14 22:00:00,6.24,2.38,0.5
2025-11-14 23:00:00,6.24,2.33,0.6
2025-11-15 00:00:00,6.57,2.86,0.3
2025-11-15 01:00:00,7.07,3.0,-0.2
2025-11-15 02:00:00,6.64,2.75,0.0
2025-11-15 03:00:00,6.45,3.24,2.0
2025-11-15 04:00:00,7.1,3.26,4.9
2025-11-15 05:00:00,6.07,4.15,6.9
2025-11-15 06:00:00,7.12,5.06,8.7
2025-11-15 07:00:00,7.34,5.3,9.4
2025-11-15 08:00:00,7.22,5.23,9.5
2025-11-15 09:00:00,6.19,4.13,9.0
2025-11-15 10:00:00,6.06,2.34,7.3
2025-11-15 11:00:00,4.9,1.68,4.3
2025-11-15 12:00:00,4.04,1.61,6.1
2025-11-15 13:00:00,5.3,2.11,6.1
2025-11-15 14:00:00,6.55,2.94,5.7
2025-11-15 15:00:00,6.38,2.6,5.1
2025-11-15 16:00:00,6.35,2.2,3.8
2025-11-15 17:00:00,6.67,2.51,3.2
2025-11-15 18:00:00,6.83,2.71,2.7
2025-11-15 19:00:00,7.25,3.02,1.9
2025-11-15 20:00:00,7.44,3.36,1.7
2025-11-15 21:00:00,8.28,4.0,1.7
2025-11-15 22:00:00,8.94,4.46,2.0
2025-11-15 23:00:00,9.42,4.78,2.1
2025-11-16 00:00:00,9.43,4.81,2.0
2025-11-16 01:00:00,9.36,4.77,1.5
2025-11-16 02:00:00,9.32,4.82,1.6
2025-11-16 03:00:00,9.46,5.23,3.8
2025-11-16 04:00:00,10.58,5.51,6.6
2025-11-16 05:00:00,10.35,6.09,8.9
2025-11-16 06:00:00,10.32,6.49,10.7
2025-11-16 07:00:00,9.92,6.73,11.7
2025-11-16 08:00:00,9.56,6.38,12.3
