turbine,lead_day,sector_i,sector,season_year,season,speed_bin,n,median_ratio,q25,q75,mean_power,mean_forecast_wind,mean_measured_wind
t1,1,14,NW,2024,winter,2–4,1,3.149399399399399,3.149399399399399,3.149399399399399,0.2866666666666667,2.22,6.991666666666667
t1,1,14,NW,2025,autumn,2–4,10,0.5129040701478864,0.30060028702394725,1.4096700083542189,0.03916666666666667,2.853,2.2045
t1,1,14,NW,2025,autumn,4–6,1,1.9543269230769231,1.9543269230769231,1.9543269230769231,0.5066666666666667,4.16,8.13
t1,1,14,NW,2025,autumn,6–8,1,1.3971774193548385,1.3971774193548385,1.3971774193548385,0.835,7.44,10.395
t1,1,14,NW,2025,spring,2–4,11,1.0723039215686274,0.8830202284984121,1.26989684762794,0.03666666666666667,2.688181818181818,2.9430303030303033
t1,1,14,NW,2025,summer,2–4,14,1.3742569041142882,1.1801642066420666,2.0731545102184636,0.16874999999999998,2.919285714285714,4.4627380952380955
t1,1,14,NW,2025,summer,4–6,6,0.9175160540965416,0.4388944706833922,1.4256939991030302,0.24777777777777776,4.58,4.886666666666667
t1,1,14,NW,2025,summer,6–8,1,1.152569349704411,1.152569349704411,1.152569349704411,0.5599999999999999,7.33,8.448333333333332
t1,1,14,NW,2025,summer,8–10,1,0.42157894736842105,0.42157894736842105,0.42157894736842105,0.085,9.5,4.005
t1,1,14,NW,2025,summer,10–12,1,0.29197191697191693,0.29197191697191693,0.29197191697191693,0.06166666666666667,10.92,3.188333333333333
t1,1,14,NW,2026,winter,2–4,1,1.0741626794258374,1.0741626794258374,1.0741626794258374,0.01,2.09,2.245
t1,1,15,NNW,2024,autumn,2–4,2,2.2524059368500664,1.57271459633201,2.9320972773681224,0.3175,2.3049999999999997,5.4025
t1,1,15,NNW,2024,spring,2–4,1,2.137984496124031,2.137984496124031,2.137984496124031,0.13,2.15,4.596666666666667
t1,1,15,NNW,2024,summer,2–4,2,0.7831267217630854,0.7256542699724517,0.840599173553719,0.023333333333333334,2.31,1.8216666666666668
t1,1,15,NNW,2024,winter,2–4,1,2.848341232227489,2.848341232227489,2.848341232227489,0.17,2.11,6.010000000000001
t1,1,15,NNW,2025,autumn,2–4,2,0.5556379007465965,0.5208745059288539,0.5904012955643392,0.01,2.6449999999999996,1.461666666666667
t1,1,15,NNW,2025,spring,2–4,7,1.1184834123222749,0.62925863132735,1.547603065391285,0.08095238095238096,2.4757142857142855,2.8752380952380956
t1,1,15,NNW,2025,spring,6–8,1,0.337257980115123,0.337257980115123,0.337257980115123,0.021666666666666667,6.37,2.1483333333333334
t1,1,15,NNW,2025,summer,2–4,3,1.3429179978700745,1.1071526405535344,1.7713110699409544,0.20222222222222222,3.323333333333333,4.884444444444444
t1,1,15,NNW,2025,summer,4–6,5,0.9803352675693101,0.6519023282226007,1.2877229080932784,0.189,5.35,4.971333333333333
t1,1,15,NNW,2025,summer,6–8,1,0.8939176245210728,0.8939176245210728,0.8939176245210728,0.24833333333333332,6.96,6.221666666666667
t1,2,0,N,2024,autumn,2–4,4,3.6565811755708513,2.7385338442068434,4.086643518518518,0.4354166666666667,2.3975,6.9475
t1,2,0,N,2024,spring,2–4,1,2.1848958333333335,2.1848958333333335,2.1848958333333335,0.22166666666666668,2.56,5.593333333333334
t1,2,0,N,2024,summer,2–4,10,1.0311642512077295,0.7762721724622409,1.216006942959383,0.05233333333333333,2.499,2.6195
t1,2,0,N,2025,autumn,2–4,3,0.34570312500000006,0.31644548215255164,0.5000873348577236,0.01,2.56,1.0361111111111112
t1,2,0,N,2025,autumn,4–6,1,0.5333333333333334,0.5333333333333334,0.5333333333333334,0.03833333333333334,5.1,2.72
t1,2,0,N,2025,spring,2–4,3,1.4842767295597485,1.2313961772798743,1.6306414511996272,0.05611111111111111,2.4566666666666666,3.425555555555556
t1,2,0,N,2025,spring,6–8,1,0.9745920745920746,0.9745920745920746,0.9745920745920746,0.3833333333333333,7.15,6.968333333333334
t1,2,0,N,2025,spring,8–10,1,0.864075993091537,0.864075993091537,0.864075993091537,0.5783333333333334,9.65,8.338333333333333
t1,2,0,N,2025,summer,2–4,7,1.085144927536232,0.8076602564102564,1.7856012658227849,0.17714285714285713,2.915714285714286,4.042619047619048
t1,2,0,N,2025,summer,6–8,1,0.4139941690962099,0.4139941690962099,0.4139941690962099,0.049999999999999996,6.86,2.84
t1,2,0,N,2025,summer,8–10,1,0.14288569144684252,0.14288569144684252,0.14288569144684252,0.008333333333333333,8.34,1.1916666666666667
t1,2,1,NNE,2024,autumn,2–4,7,0.8869918699186993,0.5954593219401583,1.1065788797698404,0.13952380952380952,2.5357142857142856,3.2199999999999998
t1,2,1,NNE,2024,spring,2–4,2,2.4723311302789295,1.5112393114521492,3.4334229491057098,0.4316666666666667,2.315,5.8291666666666675
t1,2,1,NNE,2024,summer,2–4,7,1.2021660649819494,0.6508134073923548,1.6724269972451793,0.03380952380952381,2.7471428571428573,3.173809523809524
t1,2,1,NNE,2024,summer,4–6,1,0.9985964912280701,0.9985964912280701,0.9985964912280701,0.13166666666666668,4.75,4.743333333333333
t1,2,1,NNE,2025,autumn,2–4,10,1.0244832972843068,0.6942836694050287,2.082385955635633,0.08633333333333335,2.549,3.275666666666667
t1,2,1,NNE,2025,spring,2–4,3,2.8449612403100772,1.7833621628547631,3.0034330011074193,0.21944444444444447,2.223333333333333,4.834444444444444
t1,2,1,NNE,2025,spring,6–8,1,0.7834912043301759,0.7834912043301759,0.7834912043301759,0.22999999999999998,7.39,5.79
t1,2,1,NNE,2025,summer,2–4,12,2.0720529417033724,0.6398182777138472,2.533712055798603,0.22236111111111112,2.6216666666666666,4.656666666666666
t1,2,1,NNE,2025,summer,4–6,1,1.140885984023239,1.140885984023239,1.140885984023239,0.16833333333333333,4.59,5.236666666666667
t1,2,1,NNE,2026,winter,2–4,8,1.1900386357580601,0.7918788419113709,1.8784376153562201,0.03166666666666667,2.71,3.2875
t1,2,2,NE,2024,autumn,2–4,36,0.9356542391511604,0.6036246982508665,2.189433834876543,0.175,2.945,4.0006712962962965
t1,2,2,NE,2024,autumn,4–6,9,1.4640905542544886,0.6909857328145266,1.7755255255255253,0.2533333333333333,4.514444444444444,5.841851851851852
t1,2,2,NE,2024,autumn,6–8,1,2.177016985138004,2.177016985138004,2.177016985138004,0.9866666666666667,6.28,13.671666666666667
t1,2,2,NE,2024,spring,2–4,21,1.0152582159624413,0.5998751560549314,2.3039950062421974,0.18777777777777777,2.958095238095238,4.158174603174603
t1,2,2,NE,2024,spring,4–6,6,0.7712938402593574,0.42441370889646757,1.127521864440469,0.20111111111111113,4.47,4.756111111111111
t1,2,2,NE,2024,summer,2–4,14,1.1978405999427264,0.6657476452119309,1.7774326492900214,0.17500000000000002,3.097857142857143,4.168690476190476
t1,2,2,NE,2024,summer,4–6,25,0.9603174603174605,0.5904010519395135,1.6206261510128912,0.23553333333333334,4.9492,5.137933333333333
t1,2,2,NE,2024,summer,6–8,3,1.1808309726156752,1.166827446440728,1.3122953014079917,0.5499999999999999,6.523333333333333,8.215555555555556
t1,2,2,NE,2024,winter,2–4,8,1.4257600783674405,1.0835510770769736,1.726496246133892,0.033125,2.76,3.8914583333333335
t1,2,2,NE,2025,autumn,2–4,42,1.1400874688918168,0.6958582208168114,1.6292189276218472,0.09845238095238094,2.9335714285714283,3.521579365079365
t1,2,2,NE,2025,autumn,4–6,43,0.9989473684210527,0.5467705943854064,1.2525563489750315,0.21538759689922482,4.966511627906977,4.902868217054263
t1,2,2,NE,2025,autumn,6–8,52,1.1448414093700376,0.6425510204081633,1.299599032807988,0.4509935897435898,6.946346153846154,7.065961538461538
t1,2,2,NE,2025,autumn,8–10,24,1.2567948106027576,0.9907147859585921,1.3727324336403057,0.7454166666666667,8.809583333333334,10.162222222222223
t1,2,2,NE,2025,autumn,10–12,3,1.220031298904538,1.1995714150477321,1.24997608466493,0.9872222222222223,10.446666666666667,12.802777777777777
t1,2,2,NE,2025,spring,2–4,24,1.522275700357892,0.7223356741822576,2.303966407445181,0.19368055555555555,2.6391666666666667,4.390972222222222
t1,2,2,NE,2025,spring,4–6,2,1.1582388064836227,0.9518941116518789,1.3645835013153667,0.3491666666666667,5.57,6.509166666666667
t1,2,2,NE,2025,summer,2–4,26,1.3233244150190457,0.774827882960413,1.8254375960260532,0.1709551282051282,2.875,4.353006410256411
t1,2,2,NE,2025,summer,4–6,4,1.2882364810330913,0.867848886392817,1.664728682170543,0.28208333333333335,4.5,5.61875
t1,2,2,NE,2025,summer,6–8,3,1.5407239819004526,1.0371915240664045,1.5873657836177357,0.5988888888888889,6.8933333333333335,8.805555555555555
t1,2,2,NE,2025,summer,8–10,1,1.4876247504990021,1.4876247504990021,1.4876247504990021,0.975,8.35,12.421666666666667
t1,2,2,NE,2025,winter,2–4,7,1.8777777777777778,1.620959595959596,2.0996389961576805,0.11285714285714286,2.5242857142857145,4.60452380952381
t1,2,2,NE,2026,winter,2–4,17,1.3127147766323024,0.8450704225352113,1.8509433962264152,0.07450980392156863,2.948235294117647,3.751764705882353
t1,2,2,NE,2026,winter,4–6,41,1.24,0.93993399339934,1.655873015873016,0.34658536585365857,5.108292682926829,6.38430894308943
t1,2,2,NE,2026,winter,6–8,24,1.0921418685875066,0.9689699529805432,1.2612921653284856,0.41291666666666665,6.869583333333334,7.339930555555555
t1,2,2,NE,2026,winter,8–10,17,1.209393014581214,0.8585058871295167,1.2765021048603136,0.7354901960784314,8.68235294117647,9.723921568627452
t1,2,2,NE,2026,winter,10–12,1,1.1604419545596014,1.1604419545596014,1.1604419545596014,0.9883333333333333,10.71,12.428333333333333
t1,2,3,ENE,2024,autumn,2–4,75,1.5196969696969698,0.7785945368776694,2.103118603464864,0.20755555555555555,3.1052000000000004,4.706466666666667
t1,2,3,ENE,2024,autumn,4–6,96,1.1702310350551555,0.8086256696133541,1.6064461920420479,0.3372847222222222,5.0653125,6.078989583333333
t1,2,3,ENE,2024,autumn,6–8,80,1.3884774853113855,1.1599432058613726,1.593275802071924,0.6927083333333333,6.971125000000001,9.144124999999999
t1,2,3,ENE,2024,autumn,8–10,45,1.3437984496124031,1.1865125240847785,1.4133811230585425,0.8416666666666667,8.783111111111111,11.09737037037037
t1,2,3,ENE,2024,autumn,10–12,8,1.3453666002177265,1.3279973988264473,1.3851612486003353,0.9899999999999999,10.64125,14.48125
t1,2,3,ENE,2024,spring,2–4,48,1.3388067502986858,0.9248500643958952,1.9046514131592667,0.19541666666666668,3.138333333333333,4.659756944444444
t1,2,3,ENE,2024,spring,4–6,73,1.0271739130434785,0.5444964871194379,1.5414579855314414,0.28057077625570775,4.851232876712329,5.41296803652968
t1,2,3,ENE,2024,spring,6–8,49,1.2496318114874816,0.8477198697068404,1.5536480686695278,0.5346938775510204,6.858775510204081,8.132074829931973
t1,2,3,ENE,2024,spring,8–10,22,1.1239133739652003,0.8484308996266317,1.4277793560606062,0.6625,8.585909090909091,9.157045454545456
t1,2,3,ENE,2024,spring,10–12,2,1.1935124613651844,1.1122158867672483,1.2748090359631203,0.9483333333333333,10.09,12.044166666666667
t1,2,3,ENE,2024,summer,2–4,25,1.5560072267389342,0.9746835443037974,2.375,0.2662,3.1180000000000003,5.348466666666667
t1,2,3,ENE,2024,summer,4–6,49,1.1076628352490423,0.6599552572706936,1.5042194092827004,0.25258503401360544,4.9255102040816325,5.500102040816326
t1,2,3,ENE,2024,summer,6–8,32,1.1254930750350631,0.8733222106953284,1.450246172524261,0.46875,7.0471875,7.78125
t1,2,3,ENE,2024,summer,8–10,12,1.3488437298217308,1.199470852837678,1.4017898907954636,0.7972222222222222,8.540833333333333,10.750277777777777
t1,2,3,ENE,2024,winter,2–4,25,1.6009523809523807,1.3722438391699094,2.2909090909090906,0.2217333333333333,3.1576,5.326266666666666
t1,2,3,ENE,2024,winter,4–6,17,1.6141732283464565,1.3220910623946038,1.745808182427901,0.4711764705882353,5.038823529411765,7.243137254901961
t1,2,3,ENE,2024,winter,6–8,17,1.4544086021505376,1.341540404040404,1.493150684931507,0.8127450980392157,7.327647058823529,10.082450980392156
t1,2,3,ENE,2024,winter,8–10,1,1.3881249999999998,1.3881249999999998,1.3881249999999998,0.9883333333333333,8.0,11.104999999999999
t1,2,3,ENE,2025,autumn,2–4,111,1.401463963963964,0.7921940207906519,1.9413161842823097,0.16324324324324324,3.0790990990990994,4.410525525525525
t1,2,3,ENE,2025,autumn,4–6,255,1.0408695652173914,0.6720702404918586,1.4002226797135031,0.2546758169934641,4.979098039215686,5.288190849673202
t1,2,3,ENE,2025,autumn,6–8,161,1.1160572337042924,0.8851899274434487,1.4372605363984672,0.5205383022774327,6.925900621118012,7.810714285714286
t1,2,3,ENE,2025,autumn,8–10,84,1.1454128209252705,0.9272593676915424,1.336046275681312,0.7273214285714286,8.796785714285713,9.828968253968254
t1,2,3,ENE,2025,autumn,10–12,26,1.1301369703767148,0.9934351085492824,1.2218885114837246,0.8873076923076924,10.693076923076923,11.48205128205128
t1,2,3,ENE,2025,autumn,12+,29,0.9535907859078592,0.7805747126436782,1.0004122011541632,0.9224137931034482,13.77,12.67522988505747
t1,2,3,ENE,2025,spring,2–4,35,1.3944773175542409,0.8188984576026653,2.3760443106916136,0.2345714285714286,3.064857142857143,4.9051904761904765
t1,2,3,ENE,2025,spring,4–6,72,1.1838032238442822,0.8134634547606787,1.5336290861292476,0.3293055555555556,5.074305555555556,6.061041666666666
t1,2,3,ENE,2025,spring,6–8,75,1.389336917562724,1.0551838494618762,1.5773347682350272,0.6631666666666667,6.953866666666666,9.325888888888889
t1,2,3,ENE,2025,spring,8–10,28,1.4539600785024889,1.2321190110250053,1.4948928535396915,0.9199404761904761,8.898928571428572,12.311964285714286
t1,2,3,ENE,2025,spring,10–12,3,1.3596405228758173,1.207160391187677,1.3803435725701636,0.9716666666666666,10.5,13.324444444444445
t1,2,3,ENE,2025,summer,2–4,61,1.383050847457627,0.7995712754555199,1.924398625429553,0.17928961748633881,3.1047540983606554,4.453989071038252
t1,2,3,ENE,2025,summer,4–6,91,1.038339670468948,0.6151307340627729,1.5276812792941825,0.28463369963369967,5.027142857142858,5.588260073260073
t1,2,3,ENE,2025,summer,6–8,89,0.9939784946236558,0.7416666666666667,1.2517948717948717,0.40234831460674153,6.982921348314607,6.8498801498127335
t1,2,3,ENE,2025,summer,8–10,52,1.0336122815230961,0.6325932154127222,1.2737632530949967,0.5608333333333333,8.752692307692307,8.339038461538461
t1,2,3,ENE,2025,summer,10–12,12,0.9619220467256463,0.8848752900555878,1.0848739053649699,0.7933333333333333,10.6575,10.265416666666667
t1,2,3,ENE,2025,winter,2–4,136,1.4880317075169232,1.0665539100788408,1.8697568771098183,0.14332107843137254,3.0161764705882352,4.6210539215686275
t1,2,3,ENE,2025,winter,4–6,126,1.2333958333333332,1.0032036346100155,1.5720642639206712,0.3144444444444444,4.9190476190476184,6.381944444444445
t1,2,3,ENE,2025,winter,6–8,88,1.239193630883911,0.999807545419281,1.480735725033658,0.594469696969697,6.9593181818181815,8.549829545454545
t1,2,3,ENE,2025,winter,8–10,38,1.276804773367245,1.160122018734309,1.3761951311451428,0.9029824561403509,8.842894736842105,11.250745614035088
t1,2,3,ENE,2025,winter,10–12,6,1.2973794547595787,1.1845661767075502,1.3285938708983438,0.9899999999999999,11.135,14.17388888888889
t1,2,3,ENE,2026,winter,2–4,75,1.4335871404399323,0.8286383351790327,2.2140033879164314,0.20713333333333334,3.2762666666666664,4.929866666666666
t1,2,3,ENE,2026,winter,4–6,210,1.216391897449959,0.9311616006120316,1.4821504835117905,0.30468253968253967,5.075666666666667,6.184992063492063
t1,2,3,ENE,2026,winter,6–8,223,1.1133436373003607,0.936944318391906,1.3870443102265937,0.5115844544095665,6.905784753363228,7.8144245142003
t1,2,3,ENE,2026,winter,8–10,116,1.2122557175091146,1.0056628549375453,1.3523292307988726,0.7319683908045976,8.82396551724138,10.285359195402298
t1,2,3,ENE,2026,winter,10–12,39,1.320240295748614,1.2099740799502041,1.4431315939549472,0.9853846153846152,10.87076923076923,14.672222222222222
t1,2,4,E,2024,autumn,2–4,97,1.1385083713850837,0.6099071207430341,1.8279569892473118,0.1395876288659794,3.1258762886597937,3.901512027491409
t1,2,4,E,2024,autumn,4–6,150,1.237082362082362,0.8770227096816692,1.5506813454148012,0.36244444444444446,5.190133333333333,6.328677777777777
t1,2,4,E,2024,autumn,6–8,202,1.1110326094695089,0.9332214826131238,1.4237090535415815,0.5400660066006601,6.96039603960396,8.014174917491749
t1,2,4,E,2024,autumn,8–10,132,1.16732626907662,1.0367864388282775,1.3243873371000685,0.8018055555555555,8.795681818181817,10.207449494949495
t1,2,4,E,2024,autumn,10–12,16,1.2631909963588215,1.1126744590073985,1.3361400911382153,0.9417708333333333,10.34625,12.409270833333332
t1,2,4,E,2024,spring,2–4,67,1.4443027210884354,0.9351582513347219,2.112270223481272,0.21203980099502487,3.228358208955224,5.067587064676617
t1,2,4,E,2024,spring,4–6,103,1.280890804597701,0.9109046853032732,1.6426605900857338,0.35721682847896435,5.034951456310679,6.467022653721683
t1,2,4,E,2024,spring,6–8,126,1.3029947916666669,1.0558628529940006,1.4985964358445834,0.6203650793650793,7.088571428571428,8.54992328042328
t1,2,4,E,2024,spring,8–10,59,1.0749896992171406,0.8610082615126676,1.2641770218110742,0.6373333333333333,8.77593220338983,9.152305084745763
t1,2,4,E,2024,spring,10–12,39,1.1718080548414738,1.0249407638319599,1.2722853726559147,0.8976495726495727,10.752307692307692,12.224145299145299
t1,2,4,E,2024,spring,12+,11,1.0587256300523062,0.9815837890118441,1.1564349916673495,0.9884848484848484,13.26909090909091,14.043333333333333
t1,2,4,E,2024,summer,2–4,33,1.373403019744483,0.875826251180359,1.926747311827957,0.19176767676767675,3.2487878787878786,4.547929292929293
t1,2,4,E,2024,summer,4–6,57,1.052431165787932,0.6574693422519509,1.4160256410256409,0.26008771929824565,5.018070175438597,5.499327485380117
t1,2,4,E,2024,summer,6–8,38,0.9605493942498946,0.37780765222708956,1.3842752584167721,0.3875,6.866578947368422,6.447456140350877
t1,2,4,E,2024,summer,8–10,5,0.37120315581854046,0.22293116782675948,0.41410414104141036,0.1413333333333333,8.459999999999999,3.7093333333333334
t1,2,4,E,2024,winter,2–4,4,1.8623329241680304,1.5897994550627081,2.0200023741690405,0.05791666666666667,2.7675,4.634166666666667
t1,2,4,E,2024,winter,4–6,25,1.7385185185185186,0.933982683982684,2.100709219858156,0.5212666666666667,4.8652,7.626333333333333
t1,2,4,E,2024,winter,6–8,22,1.5353813195481392,1.432575259989053,1.6617806121478438,0.8532575757575757,6.856363636363636,10.208181818181817
t1,2,4,E,2024,winter,8–10,4,1.1932998119532336,1.1540770250371797,1.249756335282651,0.9608333333333333,8.815000000000001,10.656666666666666
t1,2,4,E,2025,autumn,2–4,70,1.205098238482385,0.6180727362691736,1.7693767774835736,0.12816666666666665,3.108714285714286,3.868928571428571
t1,2,4,E,2025,autumn,4–6,11,1.3931116389548692,1.1271774193548385,1.8292310106716887,0.41333333333333333,4.944545454545454,6.818484848484848
t1,2,4,E,2025,autumn,6–8,7,1.310126582278481,0.9331367642218032,1.5796086316390885,0.61,7.222857142857143,9.359285714285715
t1,2,4,E,2025,autumn,8–10,4,1.0794076863716768,0.8100825218037467,1.3612401305484876,0.6879166666666666,9.145,10.079583333333332
t1,2,4,E,2025,autumn,10–12,2,1.1651392209770917,1.1326020991175256,1.1976763428366575,0.9458333333333333,10.205,11.886666666666667
t1,2,4,E,2025,autumn,12+,7,0.9685088374408762,0.9270996824405666,1.0167483278589848,0.9578571428571429,13.44,12.592619047619047
t1,2,4,E,2025,spring,2–4,78,1.5026657335896485,0.8389792940716541,2.3051256613756617,0.2166880341880342,3.216153846153846,4.854529914529914
t1,2,4,E,2025,spring,4–6,121,1.3632716049382716,1.0851608187134503,1.665052461662631,0.4003168044077135,5.003223140495868,6.824035812672177
t1,2,4,E,2025,spring,6–8,167,1.3402342116269343,0.9899193221305096,1.5449181994639063,0.6378343313373254,7.004850299401197,8.934982035928144
t1,2,4,E,2025,spring,8–10,79,1.2845281490481977,1.164274322169059,1.4002581596902086,0.8749367088607596,8.89759493670886,11.265278481012658
t1,2,4,E,2025,spring,10–12,36,1.2313906883189873,1.1021293004022208,1.3010879033014549,0.9595833333333332,11.025555555555556,13.173518518518518
t1,2,4,E,2025,spring,12+,12,0.9915123335413247,0.7411098645391839,1.0427599627850959,0.8402777777777778,12.634166666666667,11.350138888888887
t1,2,4,E,2025,summer,2–4,34,1.5653833658219622,0.7526627658126848,2.05458693018325,0.19519607843137254,3.0158823529411767,4.58436274509804
t1,2,4,E,2025,summer,4–6,23,1.2239185750636132,0.6870172927847347,1.384963219749385,0.2707246376811594,4.980869565217391,5.503478260869565
t1,2,4,E,2025,summer,6–8,19,0.8978704910908301,0.6273013586569924,1.1305363555223449,0.3383333333333334,6.980526315789473,6.26561403508772
t1,2,4,E,2025,summer,8–10,10,0.708157324652217,0.6782780688992905,0.9205101736761451,0.37116666666666664,8.756,7.039333333333333
t1,2,4,E,2025,summer,10–12,2,0.8723680606224591,0.8556728982949234,0.8890632229499947,0.7008333333333333,10.93,9.545
t1,2,4,E,2025,winter,2–4,176,1.451359060527155,0.9264613682463582,1.958744292237443,0.1753030303030303,3.180340909090909,4.694895833333333
t1,2,4,E,2025,winter,4–6,229,1.2192331478045764,0.8357400722021661,1.5267686424474185,0.31034206695778743,5.015895196506551,6.051979621542941
t1,2,4,E,2025,winter,6–8,255,1.3089912280701754,0.9650414719086254,1.5805877858707278,0.6513006535947712,7.058862745098039,9.00807843137255
t1,2,4,E,2025,winter,8–10,138,1.2822514514182108,1.1399629275195178,1.4014480735690502,0.8733574879227053,8.92536231884058,11.181038647342996
t1,2,4,E,2025,winter,10–12,55,1.1634584536413217,1.0562212617151099,1.2356550611291892,0.9626666666666667,10.859272727272726,12.42121212121212
t1,2,4,E,2025,winter,12+,8,0.9611066559743384,0.9452817304436384,0.9869557062514903,0.9870833333333332,12.45125,12.069583333333332
t1,2,4,E,2026,winter,2–4,20,1.2800161067648412,0.842455127270961,1.9967695841223088,0.1394166666666667,3.0585,4.265083333333333
t1,2,4,E,2026,winter,4–6,10,1.2150697867679,1.1582715275225057,1.7393633475461918,0.395,5.139,7.1835
t1,2,4,E,2026,winter,6–8,9,1.5328605200945626,1.4643157010915198,1.5582690659811482,0.9094444444444445,7.288888888888888,10.995555555555555
t1,2,4,E,2026,winter,8–10,12,1.4024946674277472,1.2959416565900848,1.4407345368819406,0.9772222222222222,8.928333333333333,12.225
t1,2,4,E,2026,winter,10–12,1,1.5354700854700856,1.5354700854700856,1.5354700854700856,0.9899999999999999,11.7,17.965
t1,2,4,E,2026,winter,12+,5,1.2148814177743028,1.1439144736842106,1.406544647809207,0.9899999999999999,12.36,15.178333333333333
t1,2,5,ESE,2024,autumn,2–4,29,1.0361356932153394,0.6461794019933556,1.8891585760517802,0.15189655172413793,2.863793103448276,3.8609195402298853
t1,2,5,ESE,2024,autumn,4–6,2,0.4514803017171621,0.4020037465079732,0.500956856926351,0.014166666666666668,4.720000000000001,2.0825
t1,2,5,ESE,2024,autumn,6–8,2,0.6048733521235982,0.5004681721247912,0.7092785321224051,0.13,6.695,4.121666666666666
t1,2,5,ESE,2024,spring,2–4,21,1.293118856121537,0.9079096045197739,2.0893518518518515,0.21388888888888888,3.1785714285714284,4.77531746031746
t1,2,5,ESE,2024,spring,4–6,13,0.9485735735735735,0.7545526524148851,1.0819964349376114,0.14487179487179486,4.57923076923077,4.533333333333333
t1,2,5,ESE,2024,spring,8–10,1,0.8988095238095236,0.8988095238095236,0.8988095238095236,0.49,8.96,8.053333333333333
t1,2,5,ESE,2024,summer,2–4,22,1.630336393292354,1.2036822603056971,1.9272199309080655,0.1759848484848485,2.8059090909090907,4.55969696969697
t1,2,5,ESE,2025,autumn,2–4,18,1.0995170374901242,0.7201462805941428,1.518825353797264,0.044722222222222226,2.589444444444444,2.8831481481481482
t1,2,5,ESE,2025,autumn,4–6,1,2.2360838244924692,2.2360838244924692,2.2360838244924692,0.9333333333333332,5.09,11.381666666666668
t1,2,5,ESE,2025,spring,2–4,53,1.219387755102041,0.8912859560067682,1.6823069403714566,0.12874213836477988,3.20188679245283,4.121572327044025
t1,2,5,ESE,2025,spring,4–6,18,1.2319432319705126,0.9895192928591446,1.5225200848741007,0.2876851851851852,4.908888888888889,5.866018518518519
t1,2,5,ESE,2025,spring,6–8,1,0.9860232067510548,0.9860232067510548,0.9860232067510548,0.285,6.32,6.2316666666666665
t1,2,5,ESE,2025,spring,8–10,2,0.9061895970063487,0.6923355617999668,1.1200436322127305,0.5291666666666666,8.535,7.873333333333333
t1,2,5,ESE,2025,spring,10–12,2,1.0774129518289821,1.026352270880728,1.128473632777236,0.8441666666666666,10.870000000000001,11.7125
t1,2,5,ESE,2025,summer,2–4,18,1.690825519396948,0.9743781913541739,2.713002370957711,0.2732407407407408,2.895555555555555,5.351018518518519
t1,2,5,ESE,2025,summer,4–6,8,0.7977383802114502,0.47886379370024224,1.4018936938883289,0.26375,5.09625,5.063124999999999
t1,2,5,ESE,2025,summer,6–8,2,0.7286637109678555,0.6785903199569845,0.7787371019787265,0.19166666666666665,7.18,5.2508333333333335
t1,2,5,ESE,2025,winter,2–4,8,1.530855919442876,1.0407477613840517,1.6757203700858638,0.07770833333333334,2.69,3.9000000000000004
t1,2,5,ESE,2026,winter,2–4,3,1.395238095238095,0.9352973874374652,1.9306878306878308,0.17777777777777778,2.723333333333333,4.136111111111111
t1,2,5,ESE,2026,winter,4–6,1,2.5135344160866206,2.5135344160866206,2.5135344160866206,0.9183333333333333,4.31,10.833333333333334
t1,2,6,SE,2024,autumn,2–4,1,0.8547854785478547,0.8547854785478547,0.8547854785478547,0.01,2.02,1.7266666666666666
t1,2,6,SE,2024,autumn,4–6,1,2.3447432762836184,2.3447432762836184,2.3447432762836184,0.7999999999999999,4.09,9.59
t1,2,6,SE,2024,spring,2–4,6,1.2726339481774267,0.6829710144927537,1.7842261904761905,0.12694444444444444,2.783333333333333,3.9022222222222225
t1,2,6,SE,2024,summer,2–4,15,2.2927429274292743,0.9595845845845845,2.5128462181093756,0.23877777777777778,2.529333333333333,4.954555555555555
t1,2,6,SE,2024,summer,4–6,2,1.954861228095789,1.604970117433899,2.3047523387576794,0.5191666666666667,4.225,8.115833333333333
t1,2,6,SE,2025,autumn,2–4,5,0.5567484662576688,0.4510117145899894,1.0357142857142858,0.022,2.77,2.1613333333333333
t1,2,6,SE,2025,spring,2–4,20,0.9457972514664176,0.6383643254006488,1.6843578964313135,0.09416666666666666,2.631,3.1508333333333334
t1,2,6,SE,2025,spring,4–6,3,0.2410649161196207,0.1488929864203387,0.30027484681859257,0.010555555555555556,4.376666666666666,0.96
t1,2,6,SE,2025,summer,2–4,11,1.1559304703476483,0.6135422856011091,2.22572834801937,0.2406060606060606,3.0645454545454545,4.867575757575757
t1,2,6,SE,2025,summer,4–6,2,0.5337410296876396,0.42913267129202276,0.6383493880832565,0.08916666666666667,5.205,2.8775
t1,2,6,SE,2025,summer,6–8,2,0.3425847947185795,0.31654005465513985,0.3686295347820192,0.025,7.24,2.4683333333333337
t1,2,6,SE,2026,winter,2–4,1,2.610225763612218,2.610225763612218,2.610225763612218,0.01,2.51,6.551666666666667
t1,2,7,SSE,2024,autumn,2–4,3,2.2252066115702482,1.4007612005219663,2.417802735984554,0.14777777777777779,2.853333333333333,4.561111111111111
t1,2,7,SSE,2024,spring,2–4,2,1.5154062925802059,1.151933915520872,1.8788786696395394,0.05083333333333333,2.205,3.243333333333333
t1,2,7,SSE,2024,summer,2–4,24,1.3049025761904152,0.8055918505613627,1.7359013685700804,0.11902777777777777,2.7575,3.6479166666666667
