turbine,lead_day,sector_i,sector,speed_bin,n,median_ratio,q25,q75,mean_power,mean_forecast_wind,mean_measured_wind
t2,1,13,WNW,10–12,21,1.0425185185185186,0.9292565947242207,1.1860204734484965,0.8033333333333333,10.596190476190475,11.041031746031747
t2,1,13,WNW,12+,12,0.946790819860652,0.7119897991219997,0.9825853850438714,0.8374999999999999,13.325833333333334,11.387222222222222
t2,1,14,NW,2–4,79,1.0689102564102562,0.7325132991632206,1.436212600161729,0.0771308016877637,2.8059493670886075,3.231575949367089
t2,1,14,NW,4–6,17,0.8698444895199459,0.39963167587476983,1.5504234026173982,0.21254901960784314,4.664705882352941,4.694117647058824
t2,1,14,NW,6–8,5,1.4435483870967742,1.2565901360544218,1.6409006499535748,0.7883333333333333,7.308,10.550333333333333
t2,1,14,NW,8–10,4,1.0964496315181675,0.9032961714631407,1.1944479163789374,0.5616666666666666,8.6625,8.502083333333333
t2,1,14,NW,10–12,1,0.2913614163614164,0.2913614163614164,0.2913614163614164,0.065,10.92,3.1816666666666666
t2,1,15,NNW,2–4,33,1.1087267525035767,0.8319444444444445,1.4014909478168265,0.07900505050505051,2.5578787878787876,3.1832323232323234
t2,1,15,NNW,4–6,6,1.1582507431688378,0.7762365765011747,1.261244036563604,0.20722222222222222,5.211666666666667,5.235
t2,1,15,NNW,6–8,2,0.5908161009761995,0.44441380663671304,0.7372183953156859,0.1225,6.665,4.024166666666666
t2,2,0,N,2–4,38,1.181502415458937,0.8282438020706948,1.6996203919609147,0.1336842105263158,2.6418421052631578,3.7276315789473684
t2,2,0,N,4–6,1,0.504248366013072,0.504248366013072,0.504248366013072,0.030000000000000002,5.1,2.5716666666666668
t2,2,0,N,6–8,2,0.7258258748054667,0.5801141035834914,0.871537646027442,0.22749999999999998,7.005000000000001,5.126666666666667
t2,2,0,N,8–10,2,0.5364465940201206,0.33886678222189087,0.7340264058183504,0.32666666666666666,8.995000000000001,5.0841666666666665
t2,2,1,NNE,2–4,58,1.1261639468912676,0.6888460989873055,2.190842689846674,0.1247183908045977,2.576724137931034,3.8121724137931032
t2,2,1,NNE,4–6,2,1.0549107518250964,1.0199115162634254,1.0899099873867675,0.14250000000000002,4.67,4.920833333333333
t2,2,1,NNE,6–8,1,0.9183581416328371,0.9183581416328371,0.9183581416328371,0.3066666666666667,7.39,6.786666666666666
t2,2,2,NE,2–4,228,1.238906753779275,0.7285170092133239,1.9773899822331558,0.14015497076023392,2.8908771929824564,4.1116030701754385
t2,2,2,NE,4–6,139,1.1754571026722924,0.654419962800449,1.628240890688259,0.28104316546762587,4.9256115107913665,5.742673860911271
t2,2,2,NE,6–8,85,1.206533776301218,0.873179091688089,1.381720430107527,0.4793921568627451,6.894823529411764,7.671862745098039
t2,2,2,NE,8–10,44,1.2901310122852352,1.025220617729643,1.353708957404503,0.753030303030303,8.730454545454545,10.319659090909092
t2,2,2,NE,10–12,4,1.2505996577035097,1.2175812301396087,1.2736334591790772,0.9750000000000001,10.5125,13.037083333333333
t2,2,3,ENE,2–4,624,1.4378538128538128,0.8838952359617682,2.03586682952106,0.1775181623931624,3.102532051282051,4.681366452991453
t2,2,3,ENE,4–6,1025,1.16199649737303,0.7630385487528344,1.5627659574468085,0.2914863414634146,4.999209756097561,5.908125528455284
t2,2,3,ENE,6–8,843,1.2132275132275132,0.9320426409702977,1.530241935483871,0.5546692368525109,6.941138790035588,8.324155595096876
t2,2,3,ENE,8–10,408,1.2648042361547165,1.0281929749180945,1.418887395459976,0.7513766339869281,8.78017156862745,10.427083333333334
t2,2,3,ENE,10–12,91,1.2242044358727098,1.1105209543138475,1.355904821326043,0.928128205128205,10.756923076923076,13.149963369963372
t2,2,3,ENE,12+,29,0.9411154345006486,0.7923689138576779,1.001359619306594,0.9095402298850576,13.77,12.674137931034483
t2,2,4,E,2–4,601,1.3210347752332483,0.7641165755919854,1.9270152505446618,0.15819301164725458,3.151447587354409,4.380648918469218
t2,2,4,E,4–6,750,1.2317144172443673,0.8467967546588542,1.5691009095810768,0.32973111111111114,5.03812,6.236031111111111
t2,2,4,E,6–8,840,1.2340843961546515,0.9337039178087342,1.5530832965090586,0.5862638888888889,7.019071428571429,8.567970238095238
t2,2,4,E,8–10,447,1.257885304659498,1.0622285222759278,1.3994020289474833,0.7971532438478747,8.832304250559284,10.639246830723339
t2,2,4,E,10–12,150,1.1950778638338224,1.0868857324164793,1.3138144833771703,0.9283222222222223,10.809266666666668,12.691855555555556
t2,2,4,E,12+,39,1.007083667468591,0.946660576728712,1.0737764710403934,0.9279059829059829,12.782307692307691,12.777735042735042
t2,2,5,ESE,2–4,201,1.306878306878307,0.7703962703962703,1.9147665580890336,0.15055721393034827,2.9566666666666666,4.1790414593698175
t2,2,5,ESE,4–6,47,1.0552584670231726,0.5760801413588692,1.4750708748465509,0.23292553191489362,4.8370212765957445,5.189308510638298
t2,2,5,ESE,6–8,5,0.7821969696969697,0.6697663328564616,0.8138851198552692,0.1816666666666667,6.814,4.946666666666667
t2,2,5,ESE,8–10,3,0.9032738095238095,0.6879341033002726,1.0918739250779317,0.5,8.676666666666668,7.772777777777777
t2,2,5,ESE,10–12,2,1.134356634573719,1.1155208587233236,1.1531924104241145,0.8858333333333333,10.870000000000001,12.330833333333334
t2,2,6,SE,2–4,74,1.2244672557172556,0.673939885017556,2.107697493411779,0.13326576576576576,2.6670270270270273,3.8977927927927927
t2,2,6,SE,4–6,8,0.5503240106601555,0.29361848050193284,1.5777373652635123,0.25604166666666667,4.51,4.375416666666666
t2,2,6,SE,6–8,2,0.3430972264394398,0.30898725668245974,0.37720719619641985,0.02666666666666667,7.24,2.4683333333333333
t2,2,7,SSE,2–4,65,1.2178030303030303,0.7855113636363636,1.875,0.12035897435897436,2.7804615384615383,3.7794102564102565
t2,2,7,SSE,4–6,4,1.3199304533066005,0.9473815960250661,1.5355508509866207,0.29541666666666666,4.905,5.512499999999999
t2,2,8,S,2–4,57,1.2772435897435896,0.6381818181818182,2.1972624798711755,0.13915204678362572,2.778421052631579,3.8819883040935674
t2,2,8,S,4–6,18,0.817428678607079,0.44816550854542714,1.3232107671566722,0.14074074074074072,4.539444444444444,3.9819444444444443
t2,2,8,S,6–8,4,1.145448871786384,0.867475984319807,1.5467913493439902,0.4654166666666667,6.68,8.460833333333333
t2,2,9,SSW,2–4,102,1.1915110179140185,0.6713606583573026,1.8943415530427345,0.12228758169934639,2.8258823529411767,3.828202614379085
t2,2,9,SSW,4–6,34,0.9134436274509803,0.4786470240957157,1.6627631813487258,0.2635294117647059,4.773823529411764,5.414264705882353
t2,2,9,SSW,6–8,14,0.8788633415324484,0.4961514393227001,1.1000392247192512,0.2945238095238095,6.64,5.675595238095238
t2,2,9,SSW,8–10,4,0.7428139776905105,0.697304304948501,0.810499314282743,0.3408333333333333,8.629999999999999,6.6345833333333335
t2,2,10,SW,2–4,326,1.161602532728371,0.6639335427445184,1.9793032654604472,0.14471881390593047,2.955644171779141,4.040851738241309
t2,2,10,SW,4–6,239,1.1972549019607843,0.6276148081169903,1.4783521361572638,0.27278940027894005,4.915857740585775,5.593186889818689
t2,2,10,SW,6–8,130,1.0717915049097968,0.8037496404946793,1.4030557919347422,0.4534871794871795,6.872,7.3562051282051275
t2,2,10,SW,8–10,34,0.8240110630429731,0.6219447091855135,1.23020099519177,0.49578431372549014,8.673823529411763,7.820441176470588
t2,2,10,SW,10–12,4,1.1443970251777553,1.061315565687818,1.1927647974773181,0.9058333333333333,10.9125,12.149999999999999
t2,2,11,WSW,2–4,596,1.211980192249888,0.6256265664160401,1.9492222222222222,0.14322706935123042,3.1059228187919463,4.149939597315436
t2,2,11,WSW,4–6,847,1.0660592255125287,0.6532721356259038,1.3971230681419038,0.2398508461235734,5.046280991735537,5.392650531286895
t2,2,11,WSW,6–8,768,0.9799005020869207,0.6958093951175487,1.24464398169821,0.37728689236111107,6.9413671875,6.688783420138889
t2,2,11,WSW,8–10,541,0.9512540453074434,0.7253187613843352,1.16974358974359,0.5540049291435613,8.946062846580405,8.271756007393716
t2,2,11,WSW,10–12,333,0.9610023724792409,0.76209798617373,1.0668135095447873,0.7317037037037036,10.937627627627627,9.897951951951953
t2,2,11,WSW,12+,375,0.8560066476733144,0.7304390635455683,0.9532207186747352,0.8494915555555556,14.011466666666667,11.447698666666666
t2,2,12,W,2–4,459,1.3530828516377649,0.7199259959061566,1.8922495181630516,0.13341321713870732,3.036492374727669,4.116751997095134
t2,2,12,W,4–6,535,0.9872905834777586,0.6137852511218984,1.4162311265969802,0.22323956386292834,5.012579439252336,5.157855763239875
t2,2,12,W,6–8,418,0.9153995467879916,0.6383570905293346,1.1867265984344813,0.3428197767145135,7.00944976076555,6.358838915470494
t2,2,12,W,8–10,391,0.940809968847352,0.7134644571305305,1.1275524739211744,0.5314663256606991,8.975191815856778,8.138115942028985
t2,2,12,W,10–12,282,0.9277961890262771,0.7120815056055776,1.025438346196118,0.6830171394799055,10.964255319148936,9.490466903073285
t2,2,12,W,12+,278,0.8214776639690853,0.7158142230559862,0.9318794215949092,0.8361558752997602,14.521079136690648,11.562172661870504
t2,2,13,WNW,2–4,261,1.2850304612706702,0.809959349593496,1.947075208913649,0.1406800766283525,2.9602681992337163,4.253703703703704
t2,2,13,WNW,4–6,173,1.0436781609195402,0.6096176821983273,1.3199863107460643,0.21464836223506742,4.987919075144508,5.117182080924856
t2,2,13,WNW,6–8,113,0.9602972399150744,0.5797655453618756,1.181717574147853,0.34411209439528023,6.881769911504425,6.303147492625369
t2,2,13,WNW,8–10,61,0.8859550561797753,0.6224489795918366,1.0819906910132473,0.48275956284153004,8.925573770491804,7.723142076502732
t2,2,13,WNW,10–12,32,0.9105530195661149,0.6412724119276508,1.0734932570045048,0.6065625,10.7903125,8.866666666666667
t2,2,13,WNW,12+,17,0.8749147920927063,0.7308743169398907,0.9832251082251083,0.7579411764705882,13.569411764705883,10.90186274509804
t2,2,14,NW,2–4,90,0.9995270976361497,0.7572687276491623,1.6657239819004523,0.10833333333333334,2.7951111111111113,3.5796111111111113
t2,2,14,NW,4–6,25,0.9057798891528107,0.5854309687261632,1.2372662798194711,0.21973333333333334,4.7324,4.997733333333333
t2,2,14,NW,6–8,14,1.144795699256607,0.7635922234559694,1.4746023474527903,0.45802380952380956,7.042142857142857,7.305476190476191
t2,2,14,NW,8–10,5,0.48373015873015873,0.4798602548294287,1.3975879794385133,0.4056666666666667,8.67,7.027666666666667
t2,2,14,NW,10–12,2,1.0234603293875078,0.9772795129246663,1.069641145850349,0.7983333333333333,10.5,10.724166666666665
t2,2,15,NNW,2–4,32,1.0635573962345617,0.768764712002393,1.977617096180305,0.17057291666666666,2.8440625,4.117552083333333
t2,2,15,NNW,4–6,3,1.6640258215962442,1.3325660081432549,1.9017554000685086,0.5155555555555554,4.953333333333333,7.982222222222222
t2,2,15,NNW,6–8,4,0.9660194818731404,0.7836261117159994,1.1500154648285612,0.33458333333333334,6.7225,6.536666666666666
t2,2,15,NNW,8–10,1,0.7908101571946796,0.7908101571946796,0.7908101571946796,0.29,8.27,6.54
